dominant_topic;topic_perc_contribution;topic_Keywords;clean_review;original_review;polarity_score
Topic 3;0.38;coaster, thing, ride, look, play, way, need, build, glitch, place;['parkitekt', 'planetcoaster', 'way', 'strategic', 'planet_coaster', '', 'matter', 'level', 'planing', 'depht', 'parkitekt', 'edit', '', 'hotfixe', 'giant', 'patch', 'fix', '', '', '', 'play', 'fom', 'story', 'modern', 'park_builder', 'personalisation', 'goal', 'goal', 'set', 'coaster', 'actual', 'meaning', 'try', 'think', 'way', 'realise', 'let', 'coaster', '', 'minute', 'reach', '', '', 'reach', 'cool', 'way', 'influence', 'visitor', 'group', 'imposification', 'fun', 'fell', 'intuitive', 'easy', 'bug', '', '', 'major', '', 'small', 'thing', 'clippig', 'look', 'hystory', 'dev', '', '', 'fix', '', 'content', 'light', 'count', 'hole', 'imposification', 'light', '', 'sound', 'enugh', '', 'coaster', '', '', 'build', 'planet_coaster', 'fun', 'mean', 'cannon', 'rail', 'part', 'nice', '', 'finaly', 'different', 'appeal', 'creative', 'folk', 'management', 'lover', '', 'balanced', 'regard', '', 'beter', 'patch'];"Its between Parkitekt and Planetcoaster: Its way more strategic then a Planet Coaster, because in this game it actually matters what you do, but it has not the level of planing and depht then a Parkitekt.

Edit: Twp hotfixes and now a GIANT Patch with a lot of fixes. Rly good and rly fast!

Also what i played fom the ""Story"", this is so much better then any of the modern park builder, the personalisation of the goals and the goal setting for each coaster are great. They actual have a meaning and you will try and think of ways to realise them - like let the coaster at least last 3 minutes or reach 120 km/h or dont reach 80 and so on. Cool way to influence the Visitor Groups.

Imposifications are fun and Game fells very intuitive and easy to get into.

There are Bugs, but i dont have something major, just 2 small and there are some things with clippig. But when i look at the hystory of the Dev im sure it gets fixed.

And yes, the content is on the lighter side, BUT if you count the hole imposifications in ... its still on the lighter side, but at least ok for now. yeah t sound not enugh with the 3 coasters, but you can do a lot with them, its not tha conplex building like planet coaster - but its so much fun, i mean cannons? Off rail parts? nice.

Yeah, its a great Game, finaly something different and something that can appeal for the creative folks and the management lovers. Rly good balanced out in that regard. So yeah. Great Game. will be even beter if patched good";0.21238095238095236
Topic 3;0.53;coaster, thing, ride, look, play, way, need, build, glitch, place;['fun', 'play', 'close', 'beta', 'open', 'beta', 'final', 'version', '', 'improve', '', 'impressed', 'potential', '', '', 'enjoy', '', 'planet_coaster', 'need', 'spend', 'time', 'build', 'thing', 'piece', 'piece', 'find', 'workshop', 'blueprint', 'pop', 'stuff', '', 'design', 'prefab', 'focus', 'management', 'option', 'adjust', 'design', 'building', 'want', '', 'thing', 'need', 'fix', 'fine', 'tune', 'fresh', 'let', 'time'];"Fun game.  I played the closed beta and open beta and the final version actually improved quite a lot. Impressed. =D
This game has so much potential.  Give it a try!!  Personally I enjoy this one more than Planet Coaster.  I don't need to spend so much time on building things piece by piece or finding workshop blueprints.  I can just pop stuff with the nicely designed prefabs and focus more on the management side (and also with the option to adjust and design my own building if I want to..) Yes, indeed there are still things that it needs to be fixed and fine tune in the game, but it is still fresh and let's give it some time to become a great game.  =D";0.2615942028985507
Topic 3;0.33;coaster, thing, ride, look, play, way, need, build, glitch, place;['', 'mix', 'thrillville'];So far so good. Mix between Thrillville and PC.;0.39999999999999997
Topic 3;0.41;coaster, thing, ride, look, play, way, need, build, glitch, place;['play', 'beta', 'excited', '', 'glitch', 'bug', 'base', 'content', 'available', 'incredibly', 'fun', 'rate', '', 'read', '', 'ridiculous', 'different', 'planet_coaster', 'interesting', 'impossification', 'awesome', 'improve', 'person', 'mode', 'cam', 'path', 'edit', '', 'terrible', 'object', 'move', 'place', 'visitor', 'use', 'coaster', 'stand', 'entrance', 'crash', 'case', 'save', '', 'bright', 'night', 'unbelievable', 'bench', 'trash', 'can'];"i played the beta a lot and was already excited. yes, there are still glitches and bugs. but still, just for the base game is already a lot of content available and it's incredibly fun (at least for me).

to rate the game badly, just because you do not read sensibly is ridiculous!

it is something different than planet coaster, and therefore interesting. impossifications are awesome.

what you can/should improve:
-first person mode/cam
-the paths to edit is still partly terrible
-sometimes objects can not be moved to another place
-sometimes the visitors don't use the coasters ( they just stand in front of the entrance)
-still crashes (in my case when saving automatically)
-it is much too bright at night!
-an unbelievable amount of benches and trash cans have to be put up";-0.021568627450980375
Topic 3;0.57;coaster, thing, ride, look, play, way, need, build, glitch, place;['', '', '', 'change', 'review', 'continue', 'run', 'bug', 'worth_price', 'point', 'buggy', '', '', 'bug', 'fine', 'camera', 'bug', 'object', 'place', 'visual', 'glitch', 'little', 'thing', 'long', 'queue', 'ride', 'ride', 'campaign', 'kind', 'ridiculous', 'place', 'ride', 'shop', '', 'change', 'landscape', 'place', 'path', 'specific', 'way', 'hang', '', '', 'order', 'complete', 'quest', 'realistic', 'look', 'tacky', 'try', 'make', 'park', 'look', 'nice', 'mile', 'long', '', 'hill', 'current_state', 'recommend', '', 'price', 'care', 'bug', 'original', 'post', 'start', 'say', 'play', 'planet_coaster', '', 'reason', 'planet_coaster', 'building', 'ride', 'customer', 'satisfaction', 'play', 'planet', 'zoo', '', 'dislike', 'know', 'similar', 'planet_coaster', 'play', 'say', 'fact', 'build', 'amusement', 'park', 'base', 'happy', 'customer', 'primary', 'goal', 'look', 'remember', 'thrillville', '', 'customize', 'world', 'building', 'coaster', 'base', 'thrilling', 'go', 'change', 'color', 'building', 'put', 'tree', 'plant', 'select', 'theme', 'look', 'customize', '', 'building', 'get', '', '', 'disappointed', 'compare', 'planet_coaster', 'customizable', 'planet_coaster', 'course', 'graphic', 'cartoonish', 'play', '', 'campaign', '', 'sandbox_mode', 'play', '', 'spend', 'hour', 'far', 'performance', 'open', 'cut', 'scene', 'lag', 'city', '', 'go', '', 'fine', 'run', '', 'park', 'scene', 'graphic', 'design', 'flaw', 'place', 'certain', 'object', '', 'vend', 'machine', 'place', 'building', 'path', 'close', 'thing', 'merge', 'look', '', 'ridiculous', 'place', 'ride', 'decide', 'want', '', '', '', 'mess', 'screen', 'half', 'stuck', 'ground', 'entrance', '', 'undo', 'button', 'fix', 'problem', 'run', 'little', 'played', 'look', 'customer', 'management'];"Edit: Okay, so I'm currently changing my review because as I continue through the game I am running into more bugs. It is not worth the price point for it to be this buggy. One or two bugs would have been fine, but this is a lot. Camera bugs out, can't move objects after placing, visual glitches with every little thing, long queues at rides but the ride doesn't go. Also in the campaign I find it kind of ridiculous I have to place rides/shops on top of plateaus when I can't even change the landscape. So then you have to place the paths a specific way, some hanging sideways off the cliff, just in order for me to complete the quest. Not at all realistic and looks tacky since I'm trying to make my park look nice but then you see this mile long path up a hill. Anyway, at its current state, not recommending especially for the price. Get it only if you don't care about bugs.  

Original post: I'll start by saying I have not played Planet Coaster and that's for two reasons. Planet Coaster is more for building rides and less of customer satisfaction, and I played Planet Zoo and immediately disliked it (I knew it was very similar on how planet coaster played).

That being said, I already like this game due to the fact that I am building an amusement park based off how happy my customers are. That is the primary goal, and something I am looking for in a game. If anyone remembers Thrillville, this is exactly that. You can still customize a lot in the world; building a coaster based off how ""thrilling"" it's going to be, changing the color of buildings, putting trees or plants down, selecting a theme etc. (looks like you can customize the outside of buildings but haven't gotten that far yet so not sure). You'll be disappointed if you're comparing it to planet coaster though because it's not as customizable as Planet Coaster, and of course the graphics are more cartoonish. I only played through one campaign, and yes, there is a sandbox mode to play around with that you could probably spend hours in.

As far as performance on the PC, the opening cut scene was lag city for me. As soon as that went away, it was fine. It runs smoothly in the parks and other scenes. I do see some graphic design flaws though. Placing certain objects next to each other don't look good, such as vending machines, or if you place a buildings or paths too close to things, it merges together. Looks pretty ridiculous. I also placed a ride but decided I wanted to move it and holy moly, it completely messed up on my screen. It was like half stuck in the ground and I couldn't get it back so I can have the entrance again. Thankfully there is an undo button and that fixed the problem. Haven't run into anything else. 

 Even with the little I've played, I still recommend it if you're looking for more of a customer management game!";0.07385741652983031
Topic 3;0.42;coaster, thing, ride, look, play, way, need, build, glitch, place;['control', 'build', 'coaster', 'nice', 'nice', 'instant', 'feedback', 'segment', 'gforce', 'big', 'issue', 'control', '', 'able', 'rebind', 'control', 'bad', 'undo', 'key', '', 'hide', '', 'complete', 'obvious', 'key', 'combo', '', 'know', '', 'interesting', 'stuff', 'coaster', 'design', 'compare', 'planet_coaster', 'spectacle', 'thing', 'update', '', '', 'key', '', 'period', 'reason'];"It's good.  Controls for building coasters can be nice and there's a nice instant feedback on what your next segment's gforces will be.  My biggest issue however is the controls for literally everything else.  Not being able to rebind your controls is bad and there is no undo key (unless it's hidden away and not the complete obvious key combo that literally everyone knows and that it should be).  Other than that yeah, you can do some interesting stuff with coaster design in this compared to planet coaster and such if spectacle is more your thing.

Update: There ARE undo and redo keys.  They're comma and period for some reason?";0.15677083333333336
Topic 3;0.48;coaster, thing, ride, look, play, way, need, build, glitch, place;['update', 'play', 'hour', 'update', 'think', '', 'alternative', 'planet_coaster', '', 'feel', 'unfinished', 'thing', 'wrong', 'basic', 'thing', 'unable', 'update', 'path', 'texture', 'fence', 'rail', 'set', 'path', 'delete', 'path', '', 'building', 'custom', 'structure', 'tedious', 'intuitive', 'thing', 'snap', 'place', '', 'useful', 'door', 'snap', 'ground', '', 'impossible', 'create', 'cattle', 'pen', 'queue', 'arch', 'available', 'begin', 'unlock', 'okay', 'bit', 'deal', 'nice', 'start', 'item', 'wooden', 'wall', 'limited', 'roof', '', 'point', 'build', 'rollercoaster', 'support', 'beam', 'create', 'path', 'remove', 'coaster', 'beam', 'leave', 'portion', 'float', 'way', 'reset', 'beam', 'extra', 'part', 'add', 'bit', 'cartoony', 'way', 'bind', 'key', 'waaaaaaaaaay', 'different', 'planet_coaster', 'parkitect', 'rct', 'series', '', 'time', 'spend', 'development', 'beta', 'period', 'apalle', 'lack', 'detail', 'polish', 'basic', 'stuff'];"UPDATED:
Now that I've played 6+ hours here's an update of what i think:

1) I still recommend it as an alternative to Planet Coaster... but...
2) the game feels unfinished, so many things are wrong, basic things like unable to update a path texture or fence rails after setting a path down - you have to delete the path and do it all over
3) building custom structures is so tedious and un-intuitive, things don't snap in place, there's like one useful ""door"" and it never snaps to the ground.  
4) It's nearly impossible to create a cattle pen queue
5) there are no ""arches"" available (at the beginning - must unlock) = okay not a bit deal but would be nice to start with a few more items
6) there are no wooden walls
7) very limited roofs
8) basically there's no point in building anything
9) there are no rollercoaster support beams and when you create a path it removes the coaster beam and you're left with a portion just floating there - it should at the very least have a way to reset that beam as you go or have some for you in extra parts to add
10) It's A bit cartoony.  
11) no way to bind keys


I still recommend it.  Again, it's waaaaaaaaaay different than Planet Coaster and Parkitect or RCT series.  Honestly with amount of time spent on the development and the beta period I'm rather apalled by the lack of details and polish to basic stuff.";0.016455026455026455
Topic 3;0.28;coaster, thing, ride, look, play, way, need, build, glitch, place;['good'];good game best game;0.22499999999999995
Topic 4;0.62;park, bug, crash, release, fix, game, fun, content, issue, add;['outside', 'park', 'look', 'dopamine', 'hit', 'use', 'play', 'theme_park', 'world', 'park', 'building', 'creativity', 'fun', '', 'making_money', 'simple', 'way', 'get', 'sense', 'achievement', 'park', 'park', 'management', 'customer', 'interaction', 'making_money', 'focus', 'create', 'beautiful', 'theme_park', 'park', 'excellent', 'art', 'style', '', 'creative', 'coaster', 'park', '', 'build', 'super', 'fabulous', 'theme_park', 'manage', 'coaster', 'customer', 'work', 'loss', 'coaster', '', 'stick', 'reason', 'fix', '', 'stuck', 'line', 'customer', 'walk', 'rest', 'park', 'spend', 'money', 'staff', 'useless', 'overpaid', 'low', 'cost', 'way', 'customer', 'park', 'happy', '', 'place', 'water', 'food', 'shop', '', 'tile', 'customer', 'want', 'pay', 'entrance', '', 'group', 'customer', 'set', 'price', 'group', 'leave', 'piss', 'customer', 'high', 'price', '', '', 'group', 'say', 'bargain', 'list', 'reason', 'park', 'management', 'park', 'make', 'unplayable', 'aspect', 'diminish', 'sense', 'achievement', '', 'take', '', 'dopamine', 'hit', 'make', 'realise', 'play', '', 'design', 'area', 'park', 'hour', '', 'open', 'gate', 'people', 'look', 'buy', 'say', 'wait', 'wait', 'year', 'release', 'developer', 'finish', 'build', 'base', 'release', '', 'beta', 'charge', 'play', 'understand', 'business', 'reason', 'release', 'recoup', 'cost', '', 'assess', 'market', 'desire', 'play', 'negative', 'experience', 'release', 'early_access', 'low', 'cost', 'gather', 'feedback', 'change', 'release', 'begin', 'roll', 'new', 'theme', 'mod', 'purchase', 'ride', 'skin', 'come', 'money', '', 'give', 'expect', 'continue', 'log', 'hour', 'week', 'park', 'look', 'nice', 'adding', 'hope', '', 'day', 'able', 'manage', 'return', 'investment'];"From the outside Park Beyond looks like that dopamine hit you used to get playing Theme Park World when you were 8, where park building was about creativity and fun whilst also making money in simple ways and getting a sense of achievement. 

This is not Park Beyond. Yet. 

If you take out all park management, customer interactions and making money and focus just on creating a beautiful theme park - Park Beyond is excellent. I love the art style of the game and I really love how creative you can get with coasters and how your park looks. However, once you've built this super fabulous theme park. What now? You can't manage it because.

-	Your coasters never have customers and always work at a loss.
-	Your coasters randomly just get stuck for no reason and there's just no fixing it and whilst stuck, there's a line of customers doing nothing when they could be walking the rest of your park spending money. 
-	Your staff are useless and overpaid, even at the lowest cost.
-	The only way to keep customers in the park and happy is to basically place a water and food shop every 3 tiles.
-	Customers don't want to pay much for entrance and because there are three groups of customers and you can't set a price for each group, you're left with pissing off some customers with high prices whilst the other two groups say it's a bargain! 
There's a whole list of reasons as to why park management in Park Beyond makes the game unplayable from this aspect and diminishes any sense of achievement and quickly takes away that dopamine hit and makes you realise you've been playing a game, meticulously designing areas of your park for 6 hours for absolutely nothing once you open the gates. 
For people looking to buy this game, I'd say wait. Wait until around a year after release when the developers have finished building the base game. What has been released is a beta, a beta that we've been charged to play. I understand the business reason as to why It was released like this (recoup costs quickly and assess market desire to play) but it wouldn't have been such a negative experience had they had released the game as an early access at a lower cost, gathered feedback, made changes and then released as a full game and began roll out of new themes, mods, in-game purchase of ride skins or whatever they can come up with to take the money I'd have DEFINITELY given them had the game have been what I'd expect. 

I'll continue to log into the game an hour or so a week to keep my park looking nice and keep adding, in the hopes that one day in 2028 I'll be able to then manage it and see a return on investment. 
";0.04857413419913422
Topic 4;0.34;park, bug, crash, release, fix, game, fun, content, issue, add;['crazy', 'impossibility', 'welcome', 'add', 'share', 'park', 'coaster', 'future', 'suppose', 'road', 'map'];Love the game, and the detail as well as crazy impossibilities.  It will be a welcome add on when you can share your parks and coasters with others in the future.  It is supposed to be on the road map for the game.;-0.016666666666666663
Topic 4;0.33;park, bug, crash, release, fix, game, fun, content, issue, add;['guess'];its good i guess.;0.7
Topic 4;0.38;park, bug, crash, release, fix, game, fun, content, issue, add;['', '', '', '', 'bug', '', '', '', '', '', '', '', '', '', '', '', '', '', 'park', '', '', '', 'vor', 'shop', '', '', '', '', '', '', 'warteschlange', '', 'attraktionen', '', '', '', 'die', 'warteschlange', 'davor', '', '', '', '', '', '', '', '', '', '', 'direkt', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'grafikglitche', '', '', 'park', 'einfach', '', 'schon', '', ''];"Leider noch immer zu viele Bugs im ""fertigen"" Spiel....

- Mull wird nicht aufgeraumt obwohl die Arbeiter standig arbeitslos durch den Park streifen.
- Lange Warteschlangen vor Shops obwohl daneben der gleiche Shop ohne Warteschlange steht
- Attraktionen fahren nicht, obwohl die Warteschlange davor voll ist
- Savegames lassen sich nicht mehr laden -> Spiel sturzt direkt ab

Das Gameplay ist fur mich auch sehr undurchsichtig, speziell das Aufleveln der Parks. Alle Bewohner sind glucklich, alle Bedurfnisse erfullt und trotzdem geht es nicht weiter. Zudem kommen sehr viele Grafikglitches, welche den Park einfach nicht schon aussehen lassen.
";0.0
Topic 4;0.35;park, bug, crash, release, fix, game, fun, content, issue, add;['', 'remind', 'old', 'time', 'computer', 'amusement', 'park', 'game', 'roller_coaster', 'tycoon', '', 'play', 'type', 'game', '', 'remind', 'childhood'];Absolutely love the game reminds me of the old time computer amusement park games of roller coaster tycoon I would definitely recommend this game if you love playing these type of games especially if it reminds you of your childhood;0.04285714285714285
Topic 4;0.29;park, bug, crash, release, fix, game, fun, content, issue, add;['fuck', 'save', 'screen'];FUCK THAT SAVE SCREEN;-0.4
Topic 4;0.59;park, bug, crash, release, fix, game, fun, content, issue, add;['disgusting', 'lot', 'problem', 'bug', 'play', 'invest', 'hour', 'effort', 'build', 'park', 'play', 'short', 'talk', 'problem', 'bug', 'fix', 'fix'];A disgusting game, with lots of problems and bugs, you can't play, you invest a lot of hours and effort to build a park and you can't just play, in short, talk to me so that all the problems and bugs in the game will be fixed (if at all it will be fixed);-0.2666666666666666
Topic 4;0.43;park, bug, crash, release, fix, game, fun, content, issue, add;['excited', 'planet_coaster', 'come', 'let', 'complicated', 'control', 'building', 'mechanic', 'feel', 'familiar', 'mechanic', 'simplify', 'option', 'rotate', 'position', 'item', 'precision', 'tool', 'desire', 'complex', 'build', 'ride', 'unique', 'twist', '', 'appreciate', 'deserve', 'solid', 'rating', 'making', 'path', 'feel', 'bit', 'clumsy', 'lack', 'steam', 'workshop', 'disappoint', 'control', 'coaster', 'construction', 'mechanic', 'phenomenal', '', 'face', 'npc', 'clip', 'screen', 'ride', 'coaster', '', 'startling', 'confident', 'issue', 'address', 'future', 'update', '', '', 'park', '', 'looking_forward', 'bring', 'table', 'upcoming', '', 'dlcs', 'believe', 'price', 'fair', 'bug', 'studio', 'release', '', 'enormous', 'patch', '', 'week', 'release', 'show', 'dedication', '', 'consider', 'planet_coaster', 'comparable', 'price', 'euro', 'sale', 'release', 'park', 'offer', 'excellent', 'value', 'money', 'tremendous', 'potential', 'excited', 'bring', '', 'future'];"If you were excited when Planet Coaster came out but were let down by the complicated controls and building mechanics, this game is for you!

The game feels familiar, but the mechanics have been simplified. There is an in-game option to rotate and position items with a precision tool if you desire more complex builds.

Most, if not all, rides have a unique twist to them, which I personally appreciate. They are very over the top, deserving a solid 10/10 rating.

Making paths sometimes feels a bit clumsy, and the lack of Steam Workshop is disappointing. However, the controls and the coaster construction mechanics are phenomenal. Occasionally, the face of an NPC clips through the screen while riding the coaster, which can be quite startling. I'm confident that this issue will be addressed in future updates.

Overall, I highly recommend Park Beyond. I'm eagerly looking forward to what they bring to the table with the upcoming 3 DLCs.

I also believe the price is fair. While there are a few bugs, this studio has already released three enormous patches within the first three weeks of the game's release, which shows their dedication. Furthermore, when you consider that Planet Coaster, a comparable game, is still priced at 40 euros (not on sale) even after its 2016 release, Park Beyond offers excellent value for the money.

This game has tremendous potential, and I'm excited to see what it brings in the near future.";0.07336257309941523
Topic 4;0.34;park, bug, crash, release, fix, game, fun, content, issue, add;['price', '', 's', 'content', '', 'bare', 'minimum', 'save', 'money', 'buy', 'old', 'game'];For the price theres like no content lmao. PS50 for the bare minimum. save your money and buy older games;0.2722222222222222
Topic 4;0.35;park, bug, crash, release, fix, game, fun, content, issue, add;['bug', '', 'break', '', 'bug', 'aaa', 'game'];"Are there bugs? yes,
Are some of them game breaking? very few,
Is it a great game anyway? yes
Does it have more bugs than AAA games? less";0.012222222222222223
Topic 4;0.3;park, bug, crash, release, fix, game, fun, content, issue, add;['understand', 'bad', 'review', '', 'fun'];Don't understand the bad reviews, its pretty fun!;-0.02499999999999995
Topic 4;0.39;park, bug, crash, release, fix, game, fun, content, issue, add;['crash', 'time', 'play', 'get', 'crash', 'loose', 'save'];a lot of crashes, in every time I play I got crashes and I loose my save.;-0.07692307692307693
Topic 4;0.41;park, bug, crash, release, fix, game, fun, content, issue, add;['bug', 'lot', 'new', 'release', 'fee', 'right', 'overall', 'theme_park', 'depth', 'level', 'planter', 'coaster', 'impossification', 'qwerky', 'ride', '', 'fun'];"It has a few bugs but lots o new release do, i don't fee like it is enough to call the game a right off

overall its a through back to theme park, has the same but not as good depth level as planter coaster (yet) but the ""impossification"" and qwerky rides are incredibly fun";0.0822077922077922
Topic 4;0.4;park, bug, crash, release, fix, game, fun, content, issue, add;['stick', '', 'theme', 'park', 'mission', 'day', 'restart', 'fail', 'time', 'joke', 'waste', 'money', 'time', '', '', 'fix', 'issue', 'foreseeable', 'future', 'planet_coaster'];"I have been stuck on the ""two theme parks"" mission for several days with 6 or 7 restarts after failing every time. This game is a joke. Do not waste your money or your time. Maybe they will eventually fix all the issues but that will not be in the foreseeable future. Planet Coaster is 100x better.";0.039999999999999994
Topic 4;0.36;park, bug, crash, release, fix, game, fun, content, issue, add;['hour', 'concept', '', 'riddled', 'bug', 'crash'];A few hours in. Great concept, unfortunately riddled with bugs and crashes... :(;-0.16249999999999998
Topic 4;0.32;park, bug, crash, release, fix, game, fun, content, issue, add;['buggy', '', '', 'hotfixe', 'launch', 'number', 'break', 'crash', 'desktop', 'bug', '', 'time', 'squash'];The game's buggy, dishearteningly so. They've put out two hotfixes since the launch and there's still a number of game-breaking and crash-to-desktop bugs still about. Hopefully in time these will be squashed.;-0.4
Topic 4;0.3;park, bug, crash, release, fix, game, fun, content, issue, add;['bug'];TO MANY BUGS;0.5
Topic 4;0.55;park, bug, crash, release, fix, game, fun, content, issue, add;['', 'review', 'game', 'feel', 'release', '', '', 'bug', 'time', 'play', 'new', 'bug', '', 'destroy', 'park', '', '', '', 'high', 'hope', 'developer', 'release', 'game', '', 'say', '', 'polished', 'function', 'current_state', 'hope', 'devs', 'outcry', 'negative', 'review', 'work', 'hotfixe', 'come', 'day', 'week', 'bug', 'go', '', 'ill', 'change', 'positive_review', 'happen', 'time', ''];"I don't usually review games but this i feel i have too. 
This game should not have been released when it did... there are far, far too many bugs! 
Every time i play i find another new bug, some i can overlook but others just destroy my park so much so i have to abandon the park and the game. I had (and somewhat do have) high hopes as the developers have released some great games in the past but like i said earlier, this is not a polished or even a well functioning game at it current state so i only hope the devs see the outcry of negative reviews and work on A LOT of hotfixes in the coming days/weeks. 
When the bugs are gone maybe ill change this into a positive review but i don't see that happening any time soon.";-0.018492822966507175
Topic 4;0.44;park, bug, crash, release, fix, game, fun, content, issue, add;['random', 'crash', 'freeze', 'like', 'wait', 'purchase', 'devs', 'sort', 'stability', 'issue', 'gaming', 'experiance', 'review', 'wife', 'inform', '', 'play', 'thing', 'improve', '', 'regard', 'stability', 'post', 'review', 'instal', 'update', '', 'wife', 'play', 'today', 'dose', 'report', 'finding'];"to many random crashes and freezing for my liking.
i would wait to purchase until the devs can sort out the stability issues, if they do it will be a much better gaming experiance.

Since my review above my wife informs me (she being the one who plays it) that things have improved vastly 
with regards game stability and is now 100% better than when i posted my above review.
i have only just installed the update/patch and my wife is yet to play today, when she dose i will report back her findings.

";0.06
Topic 4;0.65;park, bug, crash, release, fix, game, fun, content, issue, add;['hour', 'time', 'review', 'fun', 'bring', '', 'want', 'bridge', 'roller_coaster', 'tycoon', 'rct', 'planet_coaster', 'relaxed', 'wackiness', '', 'depth', 'building', 'park', 'big', 'problem', 'multiple', 'time', '', 'build', 'park', 'park', 'hemorrhage', 'money', '', 'experience', 'game', 'guess', 'upkeep', 'breakdown', 'ride', 'fixable', 'adjust', 'severity', 'upkeep', 'turn', '', 'park', 'opinion', 'launch', 'lackluster', 'ride', 'possible', 'sandbox', 'peasant', 'feel', 'restrict', 'decoration', '', 'item', 'run', 'option', 'make', 'sense', 'theme', 'theme', 'load', 'asset', 'use', 'think', 'benefit', '', 'workshop', 'add', 'problem', 'park', 'optimization', 'launch', '', 'minute', 'loading', 'park', 'minute', 'load', 'fps', '', 'overall', 'park', '', 'worth', 'purchase', ''];"From the 12 hours at the time of review I've had fun. It bring exactly what I wanted and that is a bridge between Roller Coaster Tycoon (RCT) and Planet Coaster (PC). You get some of the relaxed and wackiness of RCT but more in depth building of PC. Park Beyond's biggest problems for me is multiple times it seems like anytime I build something in my park my park seems to hemorrhage money. Eventually it seems to go down but it's something I've never experienced in games. I'm guessing it has something to do with upkeep and breakdowns of your rides. Which is fixable but adjusting the severity of upkeep or turning it off entirely. Park Beyond in my opinion launched with a lackluster amount of rides but it's possible that is due to me being a sandbox peasant. I also feel more restricted with decorations. Despite having 1000 items, 
I find myself running out of options that make sense for a theme. But then other themes are loaded with assets to use. I think this game would benefit greatly with a workshop added. The last problem with Park Beyond is optimization. Game launch will take you 2-5 minutes and loading your park will take another few minutes. After all that loading I get 20 FPS on my GTX 1070. Overall Park Beyond is definitely worth a purchase but it's definitely not a must.";0.04444444444444444
Topic 4;0.45;park, bug, crash, release, fix, game, fun, content, issue, add;['', 'fun', 'play', 'day', '', 'guess', 'bug', 'fix', '', 'pathing', 'issue', 'crash', 'bug', 'appear', 'fun', 'explain', 'feature', 'campaign', 'understand', 'mechanic', 'hour', 'fun'];"The game is extremely fun, I didn't play on Day 1 so I'm guessing a lot of the bugs have been fixed as so far I haven't had any pathing issues, or any crashes, other bugs appear.

The game is fun, explains all of it's features throughout the campaign which is good to understand the mechanics. 

I will have 100s if not more hours of fun in this game.";0.02045454545454545
Topic 4;0.42;park, bug, crash, release, fix, game, fun, content, issue, add;['crash', '', 'major', 'glitching', 'issue', 'ask', 'refunded', 'say', 'plaid', '', 'hour', 'hour', 'worth'];crashed over 9 times major glitching issues asked for refunded said i plaid it 2 hours over 12 hours not worth the $70;-0.04375
Topic 4;0.39;park, bug, crash, release, fix, game, fun, content, issue, add;['themepark', 'building', 'game', 'worry', 'planet_coaster', 'expand', 'time', 'pay', 'dlc', 'reason', 'stop', 'like', 'planet_coaster', 'story', '', '', '', 'experience', 'visual', 'bug', 'lack', 'content', 'play', 'beta', 'hope', '', '', 'rid', 'bug', 'add', 'stuff', 'free', '', 'let', '', ''];"First of all , I love themepark building games.

But this game is just not it for me. I am worried that it will , just like planet coaster , go on the ""we will expand the game all the time with PAID DLC"" That is the only reason why I stopped liking Planet Coaster.

I like the story in the game , but a lot in the game , just dont give me the WOW experience.. Visual bugs , the lack of content .
I have played the beta , hoped it was better with the real game , but sadly it is not.

Get rid of the bugs and add stuff for free , we shall be happy , but for now.. Let it bake in the oven.";0.04285714285714285
Topic 4;0.37;park, bug, crash, release, fix, game, fun, content, issue, add;['fun', 'huge', 'potential', 'say', 'grab', 'theme_park', 'game'];Fun game has huge potential would say grab it if you like theme park games.;0.07500000000000001
Topic 4;0.41;park, bug, crash, release, fix, game, fun, content, issue, add;['park', '', 'park', 'equate', '', 'call', 'park', 'update', 'review', 'thumb', 'fix', 'shame'];"Park Beyond? A buggy park game does not equate to going beyond. Therefore, the game should be called, Park. 

I'll update my review to thumbs up if and when they fix this shame game.";-0.4000000000000001
Topic 4;0.31;park, bug, crash, release, fix, game, fun, content, issue, add;['fun', '', 'hope', 'hope', 'old', 'thrillville', '', 'feel', 'world', '', 'walk', 'park', 'character', '', '', 'decent'];Its a fun game but its not exactly what i was hoping for. I was hoping it would be like the old thrillville games where you felt like you were more a part of the world and could actually walk in your park as your character but sadly it is not but still pretty decent;0.11574074074074076
Topic 4;0.33;park, bug, crash, release, fix, game, fun, content, issue, add;['lot', 'potential', '', 'run', 'couple', 'breaking_bugs', 'affect', 'ability', 'proceed', 'campaign', 'mission', 'hope', 'team', 'stay', 'update', 'fix', 'right', 'little', 'steep'];This game has lots of potential! Unfortunately, I've run into a couple game-breaking bugs which affect my ability to proceed  through some of the campaigns/ missions. I'm hoping the team stays on top of the updates and fixes these! As of right now, $50 is a little steep for what you get.;-0.02946428571428572
Topic 4;0.42;park, bug, crash, release, fix, game, fun, content, issue, add;['', '', 'bug', 'crash', 'time', 'day', '', 'patch'];Sadly completely bugged. The game crashes all the time and no day one patch yet (Why?);-0.15000000000000002
